amfi_code,beta,alpha_pct,r_squared,scheme_name
119598,-0.02319606204405971,30.336965386983323,0.00014142575502721738,SBI Small Cap Fund - Regular Plan - Growth
149324,0.011455159960520695,30.05787817097677,3.532990626795555e-05,DSP Small Cap Fund - Regular - Growth
120505,0.000549004250631731,29.26358334175106,1.3455341675669786e-07,ICICI Pru Midcap Fund - Regular - Growth
148569,0.01813388408385925,28.27036785246582,0.0001748888656812956,Mirae Asset Tax Saver Fund - Regular - Growth
120843,-0.02282956979242654,27.330465038306055,0.00034305434271514486,Kotak Flexicap Fund - Regular - Growth
100033,0.005103525830528313,27.19535450128533,1.2066520635068172e-05,HDFC Mid-Cap Opportunities Fund - Regular - Growth
148567,0.023683558075848616,26.98375144191807,0.00046254369066238443,Mirae Asset Large Cap Fund - Regular - Growth
149323,-0.002523004664699212,26.598577542043046,3.3579781920087663e-06,DSP Midcap Fund - Regular - Growth
119094,-0.0662654286280376,26.07666908004223,0.0019368789369602333,Axis Midcap Fund - Regular - Growth
119551,-0.03175144113890976,23.201007160635083,0.0008869788879322828,SBI Bluechip Fund - Regular Plan - Growth
118632,-0.008353832126962014,21.829397904608644,5.791756270127824e-05,Nippon India Large Cap Fund - Regular - Growth
101206,0.02108631625012804,21.399784776051213,0.0003480482030714255,ABSL Frontline Equity Fund - Regular - Growth
120504,0.016232169761417024,21.19482701352573,0.00021216129075887503,ICICI Pru Bluechip Fund - Direct - Growth
148568,-0.02638771994384303,20.873010086942337,0.00048592647527973253,Mirae Asset Emerging Bluechip Fund - Regular - Growth
119552,-0.02615930751351341,19.86859936686296,0.0005850821704543429,SBI Bluechip Fund - Direct Plan - Growth
125497,0.048820404259577385,17.729754927531765,0.0018401792783071574,HDFC Top 100 Fund - Direct Plan - Growth
120503,-0.0402689523698206,17.703302365844074,0.001397444608331861,ICICI Pru Bluechip Fund - Regular - Growth
118634,0.10349663691337589,17.50072167561127,0.0027930065610663234,Nippon India Small Cap Fund - Regular - Growth
102885,-0.019486785689474536,17.048756803412697,0.0003828503073092387,UTI Nifty 50 Index Fund - Regular - Growth
120506,0.04189646272811975,16.25385327998104,0.0012571178108220728,ICICI Pru Value Discovery Fund - Regular - Growth
102887,0.016682689437770806,16.211256794033254,0.00018619166432850125,UTI Flexi Cap Fund - Regular - Growth
118633,-0.03663900671860934,15.643835948169668,0.0011382947171084277,Nippon India Large Cap Fund - Direct - Growth
118635,-0.001433521389780139,15.136354648239239,2.0253408972328594e-06,Nippon India ETF Nifty 50 BeES
149322,-0.004050271130006511,13.173190226099432,1.322760788085031e-05,DSP Top 100 Equity Fund - Regular - Growth
120841,0.0363563990221998,13.042924450705446,0.0012113711061211869,Kotak Bluechip Fund - Regular - Growth
125498,0.009054412621739139,11.98910097121797,4.043746553634231e-05,HDFC Mid-Cap Opportunities Fund - Direct - Growth
101207,-0.06528924788351526,10.897091901704538,0.0010641052735572626,ABSL Small Cap Fund - Regular - Growth
119093,0.02588321244009315,8.232801295222094,0.000569203809024487,Axis Bluechip Fund - Direct - Growth
120842,0.018056874208118162,7.80443887615508,0.00016915548838314365,Kotak Emerging Equity Fund - Regular - Growth
119092,0.009730745001153627,6.899529821677549,8.082637693810755e-05,Axis Bluechip Fund - Regular - Growth
120507,-0.0004440926329707226,6.746210411099539,0.00013430661440679822,ICICI Pru Liquid Fund - Regular - Growth
120844,-0.0004007442394784006,6.4556774953759986,0.00010125435692271745,Kotak Liquid Fund - Regular - Growth
101208,0.00026670968338238335,6.086145795787115,4.6076236771051994e-05,ABSL Liquid Fund - Regular - Growth
119120,-0.006413850728276476,5.620895216638369,0.00043426033217200524,SBI Magnum Gilt Fund - Regular Plan - Growth
118636,0.0012566742731558475,5.074772999976104,1.6516652310332796e-05,Nippon India Gilt Securities Fund - Regular - Growth
119599,0.06200180438267164,4.882421594553985,0.001025920532676595,SBI Small Cap Fund - Direct Plan - Growth
119095,-0.06695117463929198,4.801595363775955,0.0011851593464486706,Axis Small Cap Fund - Regular - Growth
100025,0.0011582183155281417,4.281792031506088,1.4612842041844915e-05,HDFC Short Term Debt Fund - Regular - Growth
100016,-0.05826843143880891,3.747580763443281,0.002665032698133324,HDFC Top 100 Fund - Regular Plan - Growth
102886,-0.04212502902189429,2.8969397866379443,0.0008964294600687565,UTI Mid Cap Fund - Regular - Growth
