overall_rank,amfi_code,scheme_name,fund_house,category,cagr_3yr_pct,sharpe_ratio,alpha_pct,expense_ratio_pct,max_drawdown_pct,rank_3yr_return,rank_sharpe,rank_alpha,rank_expense,rank_max_dd,fund_score
1,148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,33.991970400445304,1.4482911703262595,26.98375144191807,1.46,-11.265729075028275,97.43589743589743,100.0,84.61538461538461,43.58974358974359,82.05128205128204,85.9
2,120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity,31.769242852237323,1.1801011976606495,29.26358334175106,1.36,-18.188513572116292,89.74358974358975,89.74358974358975,94.87179487179486,64.1025641025641,38.46153846153847,81.79
3,120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,29.57511058901836,1.3067439695428407,27.330465038306055,1.45,-12.97396816518679,84.61538461538461,97.43589743589743,89.74358974358975,46.15384615384615,69.23076923076923,81.54
4,100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity,32.43397122906222,1.0936987435346308,27.19535450128533,1.38,-16.217208574644847,92.3076923076923,84.61538461538461,87.17948717948718,58.97435897435898,51.28205128205128,80.26
5,120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,32.478927222623,1.0265242847993004,21.19482701352573,0.8,-12.588275606922517,94.87179487179486,76.92307692307693,69.23076923076923,71.7948717948718,71.7948717948718,79.49
6,119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,35.10252788903541,0.9982309868636414,26.07666908004223,1.38,-20.960883862039193,100.0,74.35897435897436,79.48717948717949,58.97435897435898,30.76923076923077,76.41
7,119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,30.448613060027817,1.2082665673727175,23.201007160635083,1.54,-15.012385498645331,87.17948717948718,92.3076923076923,76.92307692307693,24.358974358974358,58.97435897435898,74.17
8,148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity,29.17135767741186,1.2349300257743296,28.27036785246582,1.6,-16.39674294693263,82.05128205128204,94.87179487179486,92.3076923076923,8.974358974358974,48.717948717948715,73.01
9,101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,28.960211096593724,1.0272133278753697,21.399784776051213,1.6,-11.291596329323072,79.48717948717949,79.48717948717949,71.7948717948718,8.974358974358974,79.48717948717949,67.37
10,119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,26.66309129954312,0.9453082575156093,30.336965386983323,1.43,-28.706005721764548,71.7948717948718,66.66666666666666,100.0,48.717948717948715,10.256410256410255,66.54
11,149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,26.863103668817146,1.1321218524747245,26.598577542043046,1.61,-17.24810575345138,74.35897435897436,87.17948717948718,82.05128205128204,5.128205128205128,46.15384615384615,65.9
12,149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,26.99350260734621,0.9497958246616031,30.05787817097677,1.52,-31.171900300634213,76.92307692307693,69.23076923076923,97.43589743589743,34.61538461538461,7.6923076923076925,65.83
13,118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,22.646647456747715,1.0816591793457044,21.829397904608644,1.51,-17.41407508665723,66.66666666666666,82.05128205128204,74.35897435897436,39.743589743589745,43.58974358974359,65.71
14,119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,16.263375081360643,0.9532794968660103,19.86859936686296,0.66,-11.803493502764296,43.58974358974359,71.7948717948718,64.1025641025641,92.3076923076923,74.35897435897436,65.13
15,125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,18.429918008610045,0.7757902498211207,17.729754927531765,0.92,-15.200013055606398,53.84615384615385,56.41025641025641,61.53846153846154,66.66666666666666,56.41025641025641,58.21
16,118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,20.00321571698329,0.6648569985490619,15.136354648239239,0.89,-11.650624505409091,58.97435897435898,53.84615384615385,43.58974358974359,69.23076923076923,76.92307692307693,57.95
17,118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,21.084691029380597,0.6452074382933215,15.643835948169668,0.72,-18.62974313859551,64.1025641025641,48.717948717948715,46.15384615384615,88.46153846153845,35.8974358974359,57.5
18,102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,19.662361245910965,0.8170993373494368,17.048756803412697,1.57,-10.85986215250232,56.41025641025641,61.53846153846154,53.84615384615385,15.384615384615385,84.61538461538461,53.85
19,120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,13.974980348212673,0.7979728586052847,17.703302365844074,1.42,-13.897862823061635,38.46153846153847,58.97435897435898,58.97435897435898,51.28205128205128,66.66666666666666,52.44
20,148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,14.744434832760533,0.9262873467360146,20.873010086942337,1.52,-15.27259422823477,41.02564102564102,64.1025641025641,66.66666666666666,34.61538461538461,53.84615384615385,52.24
21,120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,18.417429266835228,0.6488787755249532,16.25385327998104,1.41,-19.82565826298267,51.28205128205128,51.28205128205128,51.28205128205128,53.84615384615385,33.33333333333333,49.87
22,120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,7.392538786263403,0.4957233929533124,6.746210411099539,0.74,-0.09773140045925555,28.205128205128204,43.58974358974359,23.076923076923077,84.61538461538461,100.0,46.67
23,119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,20.8115598266319,0.12961449795669325,8.232801295222094,0.75,-21.751396370148225,61.53846153846154,28.205128205128204,30.76923076923077,82.05128205128204,23.076923076923077,46.28
24,102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,25.549670172502026,0.6195175900829828,16.211256794033254,1.64,-21.539827112383225,69.23076923076923,46.15384615384615,48.717948717948715,1.282051282051282,25.64102564102564,44.81
25,149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,18.03973982038829,0.4640374492204777,13.173190226099432,1.54,-14.844576917771747,48.717948717948715,38.46153846153847,41.02564102564102,24.358974358974358,61.53846153846154,42.24
26,125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,11.242518737374208,0.3006119210425478,11.98910097121797,0.78,-21.11727956013212,35.8974358974359,33.33333333333333,35.8974358974359,76.92307692307693,28.205128205128204,40.64
27,120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,6.694394239074852,-0.08874729621557331,6.4556774953759986,0.6,-0.11629327956168556,25.64102564102564,15.384615384615385,20.51282051282051,94.87179487179486,97.43589743589743,39.62
28,120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,17.263014444437943,0.49427253786723496,13.042924450705446,1.59,-17.57361416468729,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,37.82
29,118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,8.0060298597036,0.4484340089089914,17.50072167561127,1.53,-23.34488614483311,33.33333333333333,35.8974358974359,56.41025641025641,29.48717948717949,20.51282051282051,36.73
30,118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,4.061259859840338,-0.356629507514368,5.074772999976104,0.55,-8.316361763638703,17.94871794871795,5.128205128205128,12.82051282051282,100.0,87.17948717948718,32.95
31,119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,5.838988442093762,-0.22657538662791596,5.620895216638369,0.77,-4.328728923970093,20.51282051282051,7.6923076923076925,15.384615384615385,79.48717948717949,89.74358974358975,32.05
32,101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,6.314299292105274,-0.8155673679088278,6.086145795787115,0.79,-0.16224980244717857,23.076923076923077,0.0,17.94871794871795,74.35897435897436,94.87179487179486,31.15
33,100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,3.9154793546847033,-0.5670947928476847,4.281792031506088,0.56,-4.308263824636349,15.384615384615385,2.564102564102564,5.128205128205128,97.43589743589743,92.3076923076923,30.13
34,120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,7.75416750547262,0.07599984804658917,7.80443887615508,1.56,-24.003511326274886,30.76923076923077,25.64102564102564,28.205128205128204,17.94871794871795,17.94871794871795,25.77
35,119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,-1.337083602283895,-0.05718662582817997,4.882421594553985,0.72,-52.57422117012851,5.128205128205128,20.51282051282051,10.256410256410255,88.46153846153845,0.0,21.99
36,119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,0.5257668501786883,0.030784850954585913,6.899529821677549,1.64,-14.401617909337261,10.256410256410255,23.076923076923077,25.64102564102564,1.282051282051282,64.1025641025641,20.58
37,101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,-4.151453816140693,0.1626607692864677,10.897091901704538,1.53,-35.44691649336603,2.564102564102564,30.76923076923077,33.33333333333333,29.48717948717949,5.128205128205128,20.06
38,119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,-11.703299329834216,-0.07597357117478923,4.801595363775955,1.38,-51.677753708526566,0.0,17.94871794871795,7.6923076923076925,58.97435897435898,2.564102564102564,15.13
39,100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,1.2923525892154508,-0.2015170675596694,3.747580763443281,1.55,-24.734440880673304,12.82051282051282,12.82051282051282,2.564102564102564,20.51282051282051,15.384615384615385,12.18
40,102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,-0.7672319440258146,-0.20583160785470314,2.8969397866379443,1.51,-28.00112356639287,7.6923076923076925,10.256410256410255,0.0,39.743589743589745,12.82051282051282,12.12
